id,review_scores_rating,number_of_reviews,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,latitude,longitude,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,distance_km
285938,4.93,224,Gemütliches Zimmer in  stilvoller Altbauwohnung,"You are invited to relax in a beautiful, spaceous room with a double bed in my cosy flat. The room is equipped with a desk. Fast Wifi is available.  Kitchen and bathroom are shared spaces.  <br />There are many  cafés, shops and restaurants to discover in the neighbourhood. All public transport options are within a 5-minute walk.  The main station and Marienplatz are only a stone's throw away. <br /><br />Welcome to the heart of Munich!","As soon as you leave the house, you can go on a discovery tour. Many small cafes, shops and restaurants invite you to linger. Just around the corner is the ""Kyklos,"" one of the oldest Greek restaurants in town. Directly opposite there is a bakery and an Indian restaurant. The best café is also just a few steps away from the house in Café Kolonial.<br />All public transport (S-Bahn [suburban railway], bus, tram or U-Bahn [subway]) is just a 5-minute walk away. <br />The city center (Marienplatz) or Oktoberfest can be reached in about 10-15 minutes. <br />Nevertheless, it is quiet and relaxed here. My street is a one-way street - at night there is almost no traffic. A small oasis in the middle of the city where you can experience Munich's most beautiful side.",2011-12-09,within a few hours,80%,48.14658,11.53331,1.0,1.0,1.0,50.0,1,120,3.28901723391726
309196,4.76,37,Schönes Apartment im Dachgeschoss,,"great transport connection, everything within walking distance, green surroundings there quickly on the Isar",2011-08-30,within a day,100%,48.08367,11.52772,1.0,1.0,1.0,44.0,21,90,6.943904479754884
311242,4.53,139,TOP Studio! 10 minutes to city centre & trade fair,,,2012-01-12,within a day,100%,48.11723,11.58942,1.0,0.0,1.0,153.0,90,1125,2.4691191159696655
315684,4.82,136,Roof Gallery Munich - Luxury flat,,Edeka supermarket right next door; still absolutely quiet.,2012-01-18,within an hour,100%,48.12917,11.48554,1.5,2.0,6.0,410.0,4,90,6.733602490940671
320196,4.92,104,"nice, bright room with shower",,"Directly opposite the residential property is the U-5 metro stop Neuperlach-Zentrum and one of the largest Muener shopping centers with all shops, cafes and restaurants. The Michaeli bathroom and the Westpark with a large beer garden can easily be reached.",2012-01-22,within a day,100%,48.09725,11.64717,1.0,1.0,3.0,91.0,18,90,6.947392320329908
406404,5.0,1,Wohnung München Schwabing 7OG,,"Schwabing, Leopoldstr. Schwabinger Tor , Schwabinger Krankenhaus ,",2012-03-28,,,48.17723,11.58283,1.0,1.0,1.0,206.0,180,730,4.465046714109736
473201,4.67,89,Sunny room with view on Pariser Platz/Haidhausen,"1 large, bright room with a view of Pariser Platz in charming Haidhausen is ideal for a lovely stay in Munich. The wild river Isar and the center are close by. The historic house with the spacious old-style apartments has a unique flair in the French Quarter and is a place to feel at home. Suitable for 1 guest (2nd guest possible). Since we are a mini women's shared apartment, we like to have female guests, it makes the stay easier.<br />Minimum stay 3 days or longer.","The excellent infrastructure in Haidhausen offers shops of all kinds, restaurants, cafe's, medical care, public transportation (5 minutes walking distance to the train station ""Ostbahnhof"", 4 stops to the Marienplatz, center of Munich, 30 minutes to the Munich Airport).<br />Walkers and cyclists can enjoy the nearby Isar river banks.<br />Parking the car around Pariser Platz is difficult and is available for a fee. However, behind Ostbahnhof you can park your car free of charge.",2012-04-18,within a few hours,90%,48.12943,11.60082,1.0,1.0,3.0,97.0,3,30,2.080710145647255
485613,4.6,58,Artsy Altbauwohnung in the Center of Munich,"In one of the nicest areas of Munich you will live in a cozy 70 sqm old building apartment whose furnishings reflect my interest in art and travel. Two rooms (both 17 sqm) each with double bed and desk offer enough space to work and rest. In the kitchen you can cook and sit together.  Cafes,  shops and restaurants can be found in the nearby streets. The Oktoberfest is only 2 S-Bahn stops away and can be reached in 10 minutes.","The apartment is quietly and centrally located in one of Munich's typical old neighborhoods. On the doorstep there are plenty of cafes, Italian coffee bars, small shops with local and organic food and restaurants - just around the corner you will find Munich's first Greek restaurant ""Kyklos"" with an inviting beer garden.",2011-12-09,within a few hours,80%,48.14865,11.53318,1.0,2.0,2.0,386.0,4,100,3.376626446142129
505041,4.75,8,centrally quiet 2 pieces flat,"It´s a maisonnette flat on the 4rth and  5rd floor without elevator, with two rooms, the bedroom upstairs with a french bed and  access to the sunny loggia, the living room with kitchenette including dishes, and bathroom of course. I provide towels, sheets, wifi and TV- Mediathek,  check in after agreement between 12am and 10pm","it´s quiet, but a lot of bars are very close like the Alte Uttin-bar/cafe on a bridge, the frisches bier bar with local brewed beer and the electroclub and creativ area Bahnwärter Thiel",2011-08-30,within an hour,83%,48.12446,11.56009,1.0,1.0,1.0,67.0,30,180,1.8332890238743185
526430,4.76,97,"Cosy place to stay near Octoberfest, Garage",Octoberfest in only 2 stations or 20 min walking distance,"You have a Supermarket, Waschcenter in about 50meter walking distance from the apartment.",2012-06-09,within an hour,100%,48.11461,11.53505,1.0,1.0,2.0,221.0,1,30,3.9237575452345155
548958,4.43,15,"White Room, double Room, Messe Riem","I only rent to women.<br /><br />A high-quality, bright and modern room with a window and shared bathroom in Munich/Waldtrudering.<br />Two beds, best natural - organic quality mattresses.<br />Close to the trade fair, quiet residential area. Forest is around the ""corner"".<br />Bus stop 2 minutes away.",Quiet and nature,2011-09-14,,,48.10904,11.68701,1.0,2.0,1.0,49.0,210,1125,8.86081063075129
556122,4.86,240,Ruhiges Gartenzimmer mit eigenem Bad.,"A en-suite bathroom.<br />Check-in is possible after 3 pm, check-out by 11 am. <br />Very quiet area, fast connection to the center, 12 minutes to the main train station. Departure every 3 minutes.","This is a purely residential area, no bars or discos nearby.  Some things are located in Pasing or in Centrum, which can be reached quickly by S-Bahn.",2012-06-25,within an hour,100%,48.15551,11.4699,1.0,1.0,1.0,120.0,1,10,8.08549549214567
574143,4.81,124,Wohnen am Hirschgarten - Neuhausen,,,2012-07-04,,,48.14449,11.51333,1.0,2.0,3.0,40.0,2,93,4.675769844048633
609895,4.75,16,Lovely gardenflat in Munich/Schwabing,"The flat is in the heart of Munich, Schwabing. Everything is either in walking distance (English Garden) or via underground easy to reach. The charming little garden is rare in the city center and for your use only. The area is very safe and all shops you might need are close by.",,2012-04-23,within a day,100%,48.16719,11.58906,1.0,1.0,1.0,100.0,2,4,3.46546727037918
625551,4.48,91,Grünes Ambiente in ruhiger Wohnlage,,,2012-03-12,within an hour,100%,48.1597,11.45158,2.5,1.0,1.0,33.0,1,1125,9.518242165122395
649493,4.59,40,In the middle of Schwabing big room with balcony,,"A lot of shops, resaurants, bakeries and others. Big park just around the corner.",2011-08-10,within an hour,100%,48.16392,11.56915,1.0,1.0,1.0,99.0,1,7,2.987882285447761
656112,4.91,86,*Zimmer mit privatem Bad Olympiapark*,"Beautiful cozy room with private bathroom (shower, toilet, sink) in quiet, green neighborhood, right at the Olympic Park in Munich Schwabing.","We live in a quiet green neighborhood. The Olympic Park with the Olympic Hall are right at our feet, ideal for concert visits with a subsequent overnight stay (about a 10-minute walk). The connection to the main train station and downtown is very good (about 15 min).",2012-08-19,,,48.16529,11.55609,1.0,1.0,2.0,75.0,1,365,3.4194113259066388
664050,4.93,151,helles schönes Zimmer zentral,,,2012-08-23,within a day,100%,48.15506,11.57184,1.0,1.0,1.0,73.0,1,7,1.9840957893504452
667321,4.73,24,House with Garden,,,2012-08-26,a few days or more,0%,48.13126,11.47215,1.0,1.0,1.0,31.0,1,300,7.695123172823449
669550,4.93,300,Cosy room in the heart of Munich,"Beautiful, quiet room in the middle of Munich. From here you can explore the city on foot. The Marienplatz, the German Museum, the Opera House or the Maximilianstraße are only a few minutes' walk away.",The great thing about the Lehel is that it is very centrally located and still offers tranquillity.,2012-08-27,within an hour,100%,48.13469,11.58675,1.5,1.0,1.0,99.0,1,1,0.8911064962338211
691383,4.89,19,Modern Apartment - 15 min. Oktoberfest/Town - Wifi,"Experience Munich from our sunny, modern apartment in Obersendling. <br /><br />Fast internet, cable TV, comfortable sleeping arrangements, and a modern bathroom ensure a pleasant stay. <br /><br />Our well-equipped kitchen is ideal for self-catering. <br />A perfect starting point to explore the charming city of Munich.","The apartment is located in Obersendling, a quiet and charming area in Munich. Nearby, you can find various restaurants, cafes, and shopping options. There are also green spaces for walking or jogging. <br /><br />The Obersendling subway station (U3) is just a short walk away, offering quick connections to the city center and Oktoberfest. Enjoy the tranquility of this neighborhood while discovering Munich!",2012-02-19,within an hour,100%,48.0926,11.53797,1.0,1.0,2.0,283.0,1,365,5.703429688324789
698064,4.73,75,Top Location at University - 15 min to Oktoberfest,A gorgeous location in the university quarter next to Siegestor and opposite the Academy of Fine Arts in the perhaps most beautiful area of Munich. <br />The subway is only 4-minutes away. It takes only 6 minutes to the Oktoberfest (Goetheplatz).,"In the immediate vicinity you can easily reach: - Englischer Garten 8 minutes walk - Leopoldstrasse (cafés, restaurants and nightlife) 10 min walk - Türkenstrasse (cafés restaurants) around the corner -several famous museums 12 min walk,",2012-09-15,within a few hours,100%,48.15187,11.57975,1.0,0.0,2.0,185.0,2,18,1.6428033726894773
699108,4.86,23,Ruhiges WG Zimmer im Einfamilienhaus,"At your disposal is a room (30 sqm), in the basement for 2 people (double bed), in the detached house in Waldtrudering in a quiet and very well-kept area. <br />The room has its own toilet with shower. Towels, sheets and duvets are provided. <br />Wifi, washing machine, iron and everything you could possibly need are available. <br />Street parking right in front of the house or in the driveway is hassle-free and free of charge.",,2012-09-17,within an hour,100%,48.10681942536947,11.707131550072416,1.0,1.0,1.0,87.0,4,730,10.349087526329399
700603,4.86,289,"Ladies only, please!","My flat is located right in the beginning of a cute, small and calm sideroad of the well-known big ""Leopoldstreet"", close to metro tube ""Münchner Freiheit"" with wifi hotspot and bike rental. <br />Busses and tram to all directions just around the corner.","My neibours are very nice, but they don't know anything about airbnb, so my guests are all friends or relatives! ;o)",2012-09-17,within an hour,100%,48.16782,11.58614,1.0,1.0,1.0,85.0,1,30,3.4767670999442513
701005,4.87,335,15 minutes to Oktoberfest,Nice room in my appartment with great kitchen and renovated shared bath room.<br />Well equipped kitchen can also be used.<br />City center and Oktoberfest can quickly be reached by subway.,There is usually a lot of parking space around the house available.,2012-09-17,within an hour,100%,48.14201,11.62044,1.0,1.0,1.0,82.0,1,14,3.3787400925419013
701673,4.78,349,Small room in a cosy house where I also live,"Small simple Room in old townhouse where I also live <br />max 2 weeks  mostly for students or trainees, near subway. <br />No Oktoberfest guests <br />residental area /Eco friendly/ no microwave<br />Very steep stairs - bathroom in the cellar <br />Distance to the central station 12 minutes with subway - to the airport 45 minutes with S and U-Bahn<br />Check in with Keybox at any time !",Pure residential area with outdoor swimming pool and park . Pubs 2 stops away with the subway. <br /><br />Residential area - park -Public swimming pool -no bars 2 bavarian restaurants -free parking -City Center 12 min by Subway,2012-09-18,within a few hours,100%,48.11806,11.62966,1.5,1.0,1.0,29.0,2,14,4.561792239898574
